inv_number,customer_id,InvoiceDate,Stockcodenew,Description,new_quantity,UnitPrice,TotalPrice
541835,17243,15:00.0,82486,WOOD S/3 CABINET ANT WHITE FINISH,4,7.95,31.8
541836,15465,29:00.0,22241,GARLAND WOODEN HAPPY EASTER,11,1.25,13.75
541837,17714,32:00.0,85034,3 WHITE CHOC MORRIS BOXED CANDLES,12,1.25,15
541838,12916,43:00.0,22189,CREAM HEART CARD HOLDER,6,3.95,23.7
541838,12916,43:00.0,82494,WOODEN FRAME ANTIQUE WHITE,6,2.95,17.7
541838,12916,43:00.0,84946,ANTIQUE SILVER TEA GLASS ETCHED,6,1.25,7.5
541838,12916,43:00.0,84992,72 SWEETHEART FAIRY CAKE CASES,24,0.55,13.2
541838,12916,43:00.0,85123,WHITE HANGING HEART T-LIGHT HOLDER,32,2.55,81.6
541839,17769,15:00.0,21507,"ELEPHANT, BIRTHDAY CARD, ",12,0.42,5.04
541839,17769,15:00.0,21754,HOME BUILDING BLOCK WORD,4,5.95,23.8
541839,17769,15:00.0,21914,BLUE HARMONICA IN BOX,3,1.25,3.75
541839,17769,15:00.0,22616,PACK OF 12 LONDON TISSUES,12,0.29,3.48
541839,17769,15:00.0,22969,HOMEMADE JAM SCENTED CANDLES,12,1.45,17.4
541841,14450,53:00.0,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,4,2.95,11.8
541841,14450,53:00.0,21786,POLKADOT RAIN HAT,24,0.42,10.08
541841,14450,53:00.0,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,6,1.25,7.5
541841,14450,53:00.0,22969,HOMEMADE JAM SCENTED CANDLES,12,1.45,17.4
541842,16085,07:00.0,21891,TRADITIONAL WOODEN SKIPPING ROPE,3,1.25,3.75
541842,16085,07:00.0,22469,HEART OF WICKER SMALL,6,1.65,9.9
541842,16085,07:00.0,22845,VINTAGE CREAM CAT FOOD CONTAINER,1,6.35,6.35
541843,13659,08:00.0,21363,HOME SMALL WOOD LETTERS,1,4.95,4.95
541843,13659,08:00.0,21985,PACK OF 12 HEARTS DESIGN TISSUES,12,0.29,3.48
541843,13659,08:00.0,21986,PACK OF 12 PINK POLKADOT TISSUES,12,0.29,3.48
541843,13659,08:00.0,22929,SCHOOL DESK AND CHAIR,1,65,65
541843,13659,08:00.0,35961,FOLKART ZINC HEART CHRISTMAS DEC,12,0.85,10.2
541843,13659,08:00.0,84459,PINK METAL CHICKEN HEART,12,1.49,17.88
541843,13659,08:00.0,84879,ASSORTED COLOUR BIRD ORNAMENT,2,1.69,3.38
541844,16931,19:00.0,20777,CHRYSANTHEMUM NOTEBOOK,1,1.65,1.65
541844,16931,19:00.0,21883,STARS GIFT TAPE,1,0.65,0.65
541844,16931,19:00.0,22089,PAPER BUNTING VINTAGE PAISLEY,3,2.95,8.85
541844,16931,19:00.0,85031,ROMANTIC IMAGES SCRAP BOOK SET,1,4.95,4.95
541845,15167,41:00.0,21989,PACK OF 20 SKULL PAPER NAPKINS,1,0.85,0.85
541845,15167,41:00.0,22844,VINTAGE CREAM DOG FOOD CONTAINER,1,8.5,8.5
541846,13050,43:00.0,22077,6 RIBBONS RUSTIC CHARM,12,1.65,19.8
541846,13050,43:00.0,82483,WOOD 2 DRAWER CABINET WHITE FINISH,4,5.95,23.8
541847,15443,25:00.0,20685,DOORMAT RED RETROSPOT,1,7.95,7.95
541847,15443,25:00.0,21039,RED RETROSPOT SHOPPING BAG,2,2.55,5.1
541847,15443,25:00.0,22113,GREY HEART HOT WATER BOTTLE,2,3.75,7.5
541847,15443,25:00.0,22284,HEN HOUSE DECORATION,12,1.65,19.8
541847,15443,25:00.0,22767,TRIPLE PHOTO FRAME CORNICE,2,9.95,19.9
541848,17611,31:00.0,17164,ASS COL SMALL SAND GECKO P'WEIGHT,3,0.42,1.26
541848,17611,31:00.0,20697,LITTLE GREEN MONSTER SOFT TOY,1,2.55,2.55
541848,17611,31:00.0,20698,LITTLE PINK MONSTER SOFT TOY,1,2.55,2.55
541848,17611,31:00.0,20728,LUNCH BAG CARS BLUE,10,1.65,16.5
541848,17611,31:00.0,21354,TOAST ITS - BEST MUM,2,1.25,2.5
541848,17611,31:00.0,21579,LOLITA  DESIGN  COTTON TOTE BAG,1,2.25,2.25
541848,17611,31:00.0,21790,VINTAGE SNAP CARDS,2,0.85,1.7
541848,17611,31:00.0,22358,KINGS CHOICE TEA CADDY,1,2.95,2.95
541848,17611,31:00.0,22431,WATERING CAN BLUE ELEPHANT,1,1.95,1.95
541848,17611,31:00.0,79160,HEART SHAPE WIRELESS DOORBELL,1,2.1,2.1
541848,17611,31:00.0,79321,CHILLI LIGHTS,2,4.95,9.9
541849,13230,34:00.0,21986,PACK OF 12 PINK POLKADOT TISSUES,2,0.29,0.58
541849,13230,34:00.0,22072,RED RETROSPOT TEA CUP AND SAUCER,1,3.75,3.75
541849,13230,33:00.0,22196,SMALL HEART MEASURING SPOONS,1,0.85,0.85
541849,13230,34:00.0,22931,BAKING MOULD HEART WHITE CHOCOLATE,1,2.55,2.55
541849,13230,34:00.0,84406,CREAM CUPID HEARTS COAT HANGER,1,3.25,3.25
541849,13230,34:00.0,84988,SET OF 72 PINK HEART PAPER DOILIES,1,1.45,1.45
541849,13230,34:00.0,85123,WHITE HANGING HEART T-LIGHT HOLDER,1,2.95,2.95
541850,14224,58:00.0,21683,MEDIUM MEDINA STAMPED METAL BOWL,6,2.95,17.7
541850,14224,58:00.0,22021,BLUE FELT EASTER EGG BASKET,1,1.65,1.65
541850,14224,58:00.0,22079,RIBBON REEL HEARTS DESIGN,5,1.65,8.25
541850,14224,58:00.0,85206,CREAM FELT EASTER EGG BASKET,1,1.65,1.65
541851,17841,20:00.0,15044,RED PAPER PARASOL,2,2.95,5.9
541851,17841,20:00.0,84685,BEACH HUT KEY CABINET,3,3.75,11.25
541854,18283,58:00.0,21826,EIGHT PIECE DINOSAUR SET,1,1.25,1.25
541854,18283,58:00.0,22367,CHILDRENS APRON SPACEBOY DESIGN,1,1.95,1.95
541854,18283,58:00.0,22755,SMALL PURPLE BABUSHKA NOTEBOOK,1,0.85,0.85
541854,18283,58:00.0,22930,BAKING MOULD HEART MILK CHOCOLATE,1,2.55,2.55
541855,13742,59:00.0,20978,36 PENCILS TUBE SKULLS,1,1.25,1.25
541855,13742,59:00.0,21154,RED RETROSPOT OVEN GLOVE,1,1.25,1.25
541855,13742,59:00.0,21380,WOODEN HAPPY BIRTHDAY GARLAND,2,2.95,5.9
541855,13742,59:00.0,21900,"KEY FOB , SHED",8,0.65,5.2
541855,13742,59:00.0,21901,"KEY FOB , BACK DOOR ",2,0.65,1.3
541855,13742,59:00.0,21925,UNION STRIPE CUSHION COVER,2,1.25,2.5
541855,13742,59:00.0,21926,RED/CREAM STRIPE CUSHION COVER,2,1.25,2.5
541855,13742,59:00.0,22193,RED DINER WALL CLOCK,1,8.5,8.5
541855,13742,59:00.0,22428,ENAMEL FIRE BUCKET CREAM,1,6.95,6.95
541855,13742,59:00.0,22464,HANGING METAL HEART LANTERN,2,1.65,3.3
541855,13742,59:00.0,84510,SET OF 4 ENGLISH ROSE COASTERS,2,1.25,2.5
541855,13742,59:00.0,84970,HANGING HEART ZINC T-LIGHT HOLDER,2,0.85,1.7
541855,13742,59:00.0,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,2,1.65,3.3
541856,17673,16:00.0,21907,I'M ON HOLIDAY METAL SIGN,2,2.1,4.2
541856,17673,16:00.0,22148,EASTER CRAFT 4 CHICKS,4,1.95,7.8
541856,17673,16:00.0,22250,DECORATION  BUTTERFLY  MAGIC GARDEN,6,0.85,5.1
541856,17673,16:00.0,22285,HANGING HEN ON NEST DECORATION,6,1.65,9.9
541856,17673,16:00.0,22569,FELTCRAFT CUSHION BUTTERFLY,2,3.75,7.5
541858,16983,34:00.0,22714,CARD BIRTHDAY COWBOY,12,0.42,5.04
541858,16983,34:00.0,22776,SWEETHEART CAKESTAND 3 TIER,1,9.95,9.95
541858,16983,34:00.0,48129,DOORMAT TOPIARY,2,7.95,15.9
541859,14606,34:00.0,21781,MA CAMPAGNE CUTLERY BOX,1,14.95,14.95
541859,14606,34:00.0,22329,ROUND CONTAINER SET OF 5 RETROSPOT,1,1.65,1.65
541859,14606,34:00.0,22377,BOTTLE BAG RETROSPOT,1,2.1,2.1
541860,13963,45:00.0,22377,BOTTLE BAG RETROSPOT,20,0.85,17
541862,14068,02:00.0,21481,FAWN BLUE HOT WATER BOTTLE,2,2.95,5.9
541863,13798,08:00.0,37446,MINI CAKE STAND WITH HANGING CAKES,1,1.25,1.25
541864,13798,17:00.0,20685,DOORMAT RED RETROSPOT,20,6.75,135
541864,13798,17:00.0,84378,SET OF 3 HEART COOKIE CUTTERS,144,1.06,152.64
541866,16477,25:00.0,22960,JAM MAKING SET WITH JARS,6,4.25,25.5
541866,16477,25:00.0,48184,DOORMAT ENGLISH ROSE,2,7.95,15.9
541869,NULL,35:00.0,21067,VINTAGE RED TEATIME MUG,20,2.46,49.2
541869,NULL,35:00.0,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,10.79,10.79
541869,NULL,35:00.0,21441,BLUE BIRDHOUSE DECORATION,1,1.63,1.63
541869,NULL,35:00.0,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,4.13,4.13
541869,NULL,35:00.0,21935,SUKI  SHOULDER BAG,1,3.29,3.29
541869,NULL,35:00.0,22115,METAL SIGN EMPIRE TEA,1,5.79,5.79
541869,NULL,35:00.0,22381,TOY TIDY PINK POLKADOT,1,4.13,4.13
541869,NULL,35:00.0,22494,EMERGENCY FIRST AID TIN,2,2.46,4.92
541869,NULL,35:00.0,22583,PACK OF 6 HANDBAG GIFT BOXES,2,4.96,9.92
541869,NULL,35:00.0,22584,PACK OF 6 PANNETONE GIFT BOXES,3,4.96,14.88
541869,NULL,35:00.0,22814,CARD PARTY GAMES,1,0.83,0.83
541869,NULL,35:00.0,22908,PACK OF 20 NAPKINS RED APPLES,6,1.63,9.78
541870,NULL,39:00.0,21067,VINTAGE RED TEATIME MUG,1,2.46,2.46
541870,NULL,39:00.0,21877,HOME SWEET HOME MUG,1,3.29,3.29
541870,NULL,39:00.0,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,4.13,4.13
541870,NULL,39:00.0,21930,JUMBO STORAGE BAG SKULLS,1,4.13,4.13
541870,NULL,39:00.0,21977,PACK OF 60 PINK PAISLEY CAKE CASES,2,1.25,2.5
541870,NULL,39:00.0,22302,COFFEE MUG PEARS  DESIGN,1,4.96,4.96
541870,NULL,39:00.0,22342,HOME GARLAND PAINTED ZINC,1,3.29,3.29
541870,NULL,39:00.0,22697,GREEN REGENCY TEACUP AND SAUCER,1,5.79,5.79
541870,NULL,39:00.0,22966,GINGERBREAD MAN COOKIE CUTTER,1,2.46,2.46
541870,NULL,39:00.0,72351,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,1,4.13,4.13
541870,NULL,39:00.0,82483,WOOD 2 DRAWER CABINET WHITE FINISH,1,12.46,12.46
541870,NULL,39:00.0,84249,"GREETING CARD,SQUARE, DOUGHNUTS",1,0.83,0.83
541870,NULL,39:00.0,84596,SMALL DOLLY MIX DESIGN ORANGE BOWL,5,2.46,12.3
541870,NULL,39:00.0,85123,WHITE HANGING HEART T-LIGHT HOLDER,2,5.79,11.58
541871,NULL,41:00.0,21801,CHRISTMAS TREE DECORATION WITH BELL,3,0.42,1.26
541871,NULL,41:00.0,22112,CHOCOLATE HOT WATER BOTTLE,1,10.79,10.79
541871,NULL,41:00.0,22149,FELTCRAFT 6 FLOWER FRIENDS,1,4.13,4.13
541871,NULL,41:00.0,22212,FOUR HOOK  WHITE LOVEBIRDS,1,4.13,4.13
541871,NULL,41:00.0,22906,12 MESSAGE CARDS WITH ENVELOPES,1,3.29,3.29
541871,NULL,41:00.0,22960,JAM MAKING SET WITH JARS,1,8.29,8.29
541871,NULL,41:00.0,22962,JAM JAR WITH PINK LID,1,1.63,1.63
541871,NULL,41:00.0,22983,CARD BILLBOARD FONT,1,0.83,0.83
541871,NULL,41:00.0,40016,CHINESE DRAGON PAPER LANTERNS,3,8.29,24.87
541871,NULL,41:00.0,47591,SCOTTIES CHILDRENS APRON,1,1.63,1.63
541871,NULL,41:00.0,84913,SOFT PINK ROSE TOWEL,2,3.29,6.58
541871,NULL,41:00.0,84923,PINK BUTTERFLY HANDBAG W BOBBLES,1,4.13,4.13
541871,NULL,41:00.0,85204,HANGING WOOD AND FELT FLOWER,16,0.42,6.72
541872,14796,52:00.0,21166,COOK WITH WINE METAL SIGN,4,1.95,7.8
541872,14796,52:00.0,21175,GIN + TONIC DIET METAL SIGN,4,2.1,8.4
541872,14796,52:00.0,21231,SWEETHEART CERAMIC TRINKET BOX,8,1.25,10
541872,14796,52:00.0,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,4.95,4.95
541872,14796,52:00.0,82582,AREA PATROLLED METAL SIGN,2,2.1,4.2
541872,14796,52:00.0,84378,SET OF 3 HEART COOKIE CUTTERS,1,1.25,1.25
541872,14796,52:00.0,84836,ZINC METAL HEART DECORATION,4,1.25,5
541873,14368,52:00.0,21463,MIRRORED DISCO BALL,2,5.95,11.9
541874,15497,01:00.0,82482,WOODEN PICTURE FRAME WHITE FINISH,36,2.1,75.6
541874,15497,01:00.0,82483,WOOD 2 DRAWER CABINET WHITE FINISH,16,4.95,79.2
541874,15497,01:00.0,82494,WOODEN FRAME ANTIQUE WHITE,24,2.55,61.2
541875,16558,01:00.0,22502,PICNIC BASKET WICKER SMALL,4,5.95,23.8
541875,16558,01:00.0,22708,WRAP DOLLY GIRL,25,0.42,10.5
541875,16558,01:00.0,84970,HANGING HEART ZINC T-LIGHT HOLDER,12,0.85,10.2
541876,12951,05:00.0,21883,STARS GIFT TAPE,12,0.65,7.8
541877,12559,12:00.0,21656,RIDGED GLASS POSY VASE,6,1.45,8.7
541877,12559,12:00.0,22721,SET OF 3 CAKE TINS SKETCHBOOK,9,4.95,44.55
541877,12559,12:00.0,22897,OVEN MITT APPLES DESIGN,10,1.45,14.5
541878,NULL,28:00.0,21059,PARTY INVITES DINOSAURS,1,1.63,1.63
541878,NULL,28:00.0,22041,"RECORD FRAME 7"" SINGLE SIZE ",2,4.96,9.92
541878,NULL,28:00.0,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1,16.63,16.63
541878,NULL,28:00.0,22297,HEART IVORY TRELLIS SMALL,1,2.46,2.46
541878,NULL,28:00.0,48185,DOORMAT FAIRY CAKE,1,16.63,16.63
541879,NULL,31:00.0,21731,RED TOADSTOOL LED NIGHT LIGHT,1,4.13,4.13
541879,NULL,31:00.0,21928,JUMBO BAG SCANDINAVIAN PAISLEY,1,4.13,4.13
541879,NULL,31:00.0,22664,TOY TIDY DOLLY GIRL DESIGN,1,4.13,4.13
541881,14501,43:00.0,22469,HEART OF WICKER SMALL,12,1.65,19.8
541883,13408,56:00.0,82600,NO SINGING METAL SIGN,12,2.1,25.2
541886,15039,21:00.0,21240,BLUE POLKADOT CUP,16,0.85,13.6
541886,15039,21:00.0,21313,GLASS HEART T-LIGHT HOLDER,11,0.85,9.35
541886,15039,21:00.0,21557,SET OF 6 FUNKY BEAKERS,1,2.95,2.95
541886,15039,21:00.0,22242,5 HOOK HANGER MAGIC TOADSTOOL,1,1.65,1.65
541886,15039,21:00.0,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,2.95,2.95
541886,15039,21:00.0,85099,JUMBO  BAG BAROQUE BLACK WHITE,20,1.95,39
541916,17861,34:00.0,22634,CHILDS BREAKFAST SET SPACEBOY,4,9.95,39.8
541916,17861,34:00.0,84378,SET OF 3 HEART COOKIE CUTTERS,5,1.25,6.25
541919,14334,35:00.0,85130,BEADED CRYSTAL HEART GREEN LARGE,12,1.65,19.8
541932,14439,39:00.0,22423,REGENCY CAKESTAND 3 TIER,16,10.95,175.2
541932,14439,39:00.0,48184,DOORMAT ENGLISH ROSE,20,6.75,135
541932,14439,39:00.0,72760,VINTAGE CREAM 3 BASKET CAKE STAND,16,8.49,135.84
541946,17591,50:00.0,22919,HERB MARKER MINT,12,0.65,7.8
541947,18161,56:00.0,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,4.95,14.85
541947,18161,56:00.0,84378,SET OF 3 HEART COOKIE CUTTERS,12,1.25,15
541948,15820,00:00.0,20934,SET/3 POT PLANT CANDLES,2,5.45,10.9
541948,15820,00:00.0,21034,REX CASH+CARRY JUMBO SHOPPER,2,0.95,1.9
541948,15820,00:00.0,84741,CITRUS GARLAND FELT FLOWERS,3,1.95,5.85
541949,18136,08:00.0,21114,LAVENDER SCENTED FABRIC HEART,10,1.25,12.5
541949,18136,08:00.0,22358,KINGS CHOICE TEA CADDY,6,2.95,17.7
541949,18136,08:00.0,22359,GLASS JAR KINGS CHOICE,6,2.95,17.7
541949,18136,08:00.0,22652,TRAVEL SEWING KIT,10,1.65,16.5
541949,18136,08:00.0,37370,RETRO COFFEE MUGS ASSORTED,12,1.25,15
541950,15498,13:00.0,20685,DOORMAT RED RETROSPOT,10,6.75,67.5
541950,15498,13:00.0,22435,SET OF 9 HEART SHAPED BALLOONS,12,1.25,15
541950,15498,13:00.0,90003,CRYSTAL PAIR HEART HAIR SLIDES,4,3.75,15
541960,16660,44:00.0,71459,HANGING JAM JAR T-LIGHT HOLDER,24,0.85,20.4
541962,12693,58:00.0,22627,MINT KITCHEN SCALES,2,8.5,17
541963,17799,06:00.0,46775,SUNSET COLOUR CHUNKY KNITTED THROW,3,16.95,50.85
541965,12625,27:00.0,22180,RETROSPOT LAMP,4,9.95,39.8
541965,12625,27:00.0,22551,PLASTERS IN TIN SPACEBOY,12,1.65,19.8
541965,12625,27:00.0,22556,PLASTERS IN TIN CIRCUS PARADE,12,1.65,19.8
541965,12625,27:00.0,22813,PACK 3 BOXES BIRD PANNETONE,36,1.95,70.2
541965,12625,27:00.0,22963,JAM JAR WITH GREEN LID,36,0.85,30.6
541965,12625,27:00.0,47566,PARTY BUNTING,10,4.65,46.5
541966,13854,35:00.0,22778,GLASS CLOCHE SMALL,4,3.95,15.8
541969,NULL,46:00.0,20727,LUNCH BAG  BLACK SKULL.,1,4.13,4.13
541969,NULL,46:00.0,21407,BROWN CHECK CAT DOORSTOP,1,8.29,8.29
541969,NULL,46:00.0,21506,"FANCY FONT BIRTHDAY CARD, ",1,0.83,0.83
541969,NULL,46:00.0,21688,SILVER PLATE CANDLE BOWL SMALL,2,5.79,11.58
541969,NULL,46:00.0,21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,1,9.96,9.96
541969,NULL,46:00.0,21870,I CAN ONLY PLEASE ONE PERSON MUG,1,3.29,3.29
541969,NULL,46:00.0,21880,RED RETROSPOT TAPE,3,0.42,1.26
541969,NULL,46:00.0,21896,POTTING SHED TWINE,1,4.13,4.13
541969,NULL,46:00.0,22322,BIRD DECORATION GREEN POLKADOT,3,1.63,4.89
541969,NULL,46:00.0,22478,BIRDHOUSE GARDEN MARKER,1,2.46,2.46
541969,NULL,46:00.0,22479,DAISY GARDEN MARKER,1,2.46,2.46
541969,NULL,46:00.0,22716,CARD CIRCUS PARADE,2,0.83,1.66
541969,NULL,46:00.0,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,1,2.46,2.46
541969,NULL,46:00.0,22860,EASTER TIN CHICKS PINK DAISY,1,3.29,3.29
541969,NULL,46:00.0,22933,BAKING MOULD EASTER EGG MILK CHOC,2,5.79,11.58
541969,NULL,46:00.0,37448,CERAMIC CAKE DESIGN SPOTTED MUG,1,3.29,3.29
541970,15179,48:00.0,22472,TV DINNER TRAY DOLLY GIRL,3,4.95,14.85
541970,15179,48:00.0,22492,MINI PAINT SET VINTAGE,36,0.65,23.4
541970,15179,48:00.0,22493,PAINT YOUR OWN CANVAS SET,48,1.45,69.6
541970,15179,48:00.0,22551,PLASTERS IN TIN SPACEBOY,24,1.65,39.6
541970,15179,48:00.0,22560,TRADITIONAL MODELLING CLAY,48,1.06,50.88
541970,15179,48:00.0,22852,DOG BOWL VINTAGE CREAM,4,4.25,17
541970,15179,48:00.0,22975,SPACEBOY CHILDRENS EGG CUP,12,1.25,15
541970,15179,48:00.0,48138,DOORMAT UNION FLAG,10,6.75,67.5
541971,NULL,48:00.0,20655,QUEEN OF SKIES LUGGAGE TAG,1,2.46,2.46
541971,NULL,48:00.0,21060,PARTY INVITES BALLOON GIRL,1,1.63,1.63
541971,NULL,48:00.0,22027,TEA PARTY BIRTHDAY CARD,2,0.83,1.66
541971,NULL,48:00.0,22361,GLASS JAR DAISY FRESH COTTON WOOL,2,5.79,11.58
541971,NULL,48:00.0,22423,REGENCY CAKESTAND 3 TIER,1,24.96,24.96
541971,NULL,48:00.0,22637,PIGGY BANK RETROSPOT,1,4.96,4.96
541971,NULL,48:00.0,22668,PINK BABY BUNTING,1,5.79,5.79
541971,NULL,48:00.0,22677,FRENCH BLUE METAL DOOR SIGN 2,1,2.46,2.46
541971,NULL,48:00.0,22834,HAND WARMER BABUSHKA DESIGN,1,4.13,4.13
541971,NULL,48:00.0,22988,SOLDIERS EGG CUP,1,2.46,2.46
541971,NULL,48:00.0,79321,CHILLI LIGHTS,1,9.96,9.96
541971,NULL,48:00.0,84978,HANGING HEART JAR T-LIGHT HOLDER,1,2.46,2.46
541971,NULL,48:00.0,85123,WHITE HANGING HEART T-LIGHT HOLDER,1,5.79,5.79
541971,NULL,48:00.0,90000,MIDNIGHT BLUE COPPER FLOWER NECKLAC,1,6.23,6.23
541971,NULL,48:00.0,90096,NECKLACE+BRACELET SET BLUE BLOSSOM,2,2.46,4.92
541972,12935,58:00.0,21789,KIDS RAIN MAC PINK,24,0.85,20.4
541972,12935,58:00.0,22084,PAPER CHAIN KIT EMPIRE,6,2.95,17.7
541972,12935,58:00.0,22469,HEART OF WICKER SMALL,12,1.65,19.8
541972,12935,58:00.0,84987,SET OF 36 TEATIME PAPER DOILIES,12,1.45,17.4
541972,12935,58:00.0,84991,60 TEATIME FAIRY CAKE CASES,24,0.55,13.2
541973,16730,01:00.0,21985,PACK OF 12 HEARTS DESIGN TISSUES,24,0.29,6.96
541974,14541,16:00.0,16237,SLEEPING CAT ERASERS,1,0.21,0.21
541974,14541,16:00.0,21080,SET/20 RED RETROSPOT PAPER NAPKINS,3,0.85,2.55
541974,14541,16:00.0,21210,SET OF 72 RETROSPOT PAPER  DOILIES,1,1.45,1.45
541974,14541,16:00.0,21383,PACK OF 12 STICKY BUNNIES,2,0.65,1.3
541974,14541,16:00.0,22208,WOOD STAMP SET THANK YOU,1,1.65,1.65
541975,NULL,24:00.0,20675,BLUE POLKADOT BOWL,24,1.25,30
541975,NULL,24:00.0,20749,ASSORTED COLOUR MINI CASES,12,6.35,76.2
541975,NULL,24:00.0,20961,STRAWBERRY BATH SPONGE,10,1.25,12.5
541975,NULL,24:00.0,20963,APPLE BATH SPONGE,10,1.25,12.5
541975,NULL,24:00.0,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",4,4.95,19.8
541975,NULL,24:00.0,21949,SET OF 6 STRAWBERRY CHOPSTICKS,12,1.25,15
541975,NULL,24:00.0,22137,BATHROOM SET LOVE HEART DESIGN,6,2.95,17.7
541976,16168,39:00.0,22457,NATURAL SLATE HEART CHALKBOARD,12,2.95,35.4
541977,15078,44:00.0,20711,JUMBO BAG TOYS,10,1.95,19.5
541977,15078,44:00.0,21181,PLEASE ONE PERSON METAL SIGN,12,2.1,25.2
541979,14911,54:00.0,20795,LARGE BLUE PROVENCAL CERAMIC BALL,6,2.1,12.6
541979,14911,54:00.0,22424,ENAMEL BREAD BIN CREAM,1,12.75,12.75
541979,14911,54:00.0,22501,PICNIC BASKET WICKER LARGE,2,9.95,19.9
541979,14911,54:00.0,22840,ROUND CAKE TIN VINTAGE RED,2,7.95,15.9
541979,14911,54:00.0,22841,ROUND CAKE TIN VINTAGE GREEN,2,7.95,15.9
541982,NULL,44:00.0,90180,BLACK+WHITE NECKLACE W TASSEL,1,9.95,9.95
541985,15052,52:00.0,21060,PARTY INVITES BALLOON GIRL,1,0.85,0.85
541985,15052,52:00.0,21063,PARTY INVITES JAZZ HEARTS,1,0.85,0.85
541985,15052,52:00.0,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,6,1.25,7.5
541986,17001,59:00.0,22426,ENAMEL WASH BOWL CREAM,4,3.75,15
541987,14130,05:00.0,21080,SET/20 RED RETROSPOT PAPER NAPKINS,6,0.85,5.1
541987,14130,05:00.0,21121,SET/10 RED POLKADOT PARTY CANDLES,1,1.25,1.25
541987,14130,05:00.0,21135,VICTORIAN  METAL POSTCARD SPRING,8,1.69,13.52
541987,14130,05:00.0,21537,RED RETROSPOT PUDDING BOWL,2,4.25,8.5
541987,14130,05:00.0,21980,PACK OF 12 RED RETROSPOT TISSUES,12,0.29,3.48
541987,14130,05:00.0,22329,ROUND CONTAINER SET OF 5 RETROSPOT,1,1.65,1.65
541987,14130,05:00.0,22667,RECIPE BOX RETROSPOT,1,2.95,2.95
541987,14130,05:00.0,22858,EASTER TIN KEEPSAKE,6,1.65,9.9
541987,14130,05:00.0,84218,BOX/12 CHICK & EGG IN BASKET,1,1.95,1.95
541988,15222,03:00.0,22469,HEART OF WICKER SMALL,40,1.45,58
541989,13615,21:00.0,47566,PARTY BUNTING,5,4.65,23.25
541989,13615,21:00.0,84050,PINK HEART SHAPE EGG FRYING PAN,6,1.65,9.9
541991,12417,11:00.0,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,36,1.25,45
541991,12417,11:00.0,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,6,2.95,17.7
541991,12417,11:00.0,POST,POSTAGE,2,15,30
541992,16029,31:00.0,85099,JUMBO BAG RED RETROSPOT,100,1.65,165
541993,NULL,37:00.0,20711,JUMBO BAG TOYS,2,4.13,8.26
541993,NULL,37:00.0,21949,SET OF 6 STRAWBERRY CHOPSTICKS,1,2.46,2.46
541993,NULL,37:00.0,22094,RED RETROSPOT TISSUE BOX,2,2.46,4.92
541993,NULL,37:00.0,22297,HEART IVORY TRELLIS SMALL,1,2.46,2.46
541993,NULL,37:00.0,22379,RECYCLING BAG RETROSPOT,1,4.96,4.96
541993,NULL,37:00.0,22457,NATURAL SLATE HEART CHALKBOARD,1,5.79,5.79
541993,NULL,37:00.0,85123,WHITE HANGING HEART T-LIGHT HOLDER,1,6.63,6.63
541993,NULL,37:00.0,DOT,DOTCOM POSTAGE,1,150.25,150.25
541995,13158,58:00.0,20676,RED RETROSPOT BOWL,8,1.25,10
541995,13158,58:00.0,22467,GUMBALL COAT RACK,6,2.55,15.3
541995,13158,58:00.0,22727,ALARM CLOCK BAKELIKE RED,4,3.75,15
541996,18075,20:00.0,22470,HEART OF WICKER LARGE,12,2.95,35.4
541997,18077,38:00.0,16014,SMALL CHINESE STYLE SCISSOR,10,0.42,4.2
541997,18077,38:00.0,16016,LARGE CHINESE STYLE SCISSOR,10,0.85,8.5
541998,12348,42:00.0,21983,PACK OF 12 BLUE PAISLEY TISSUES,144,0.29,41.76
541998,12348,42:00.0,POST,POSTAGE,1,40,40
541999,NULL,45:00.0,20711,JUMBO BAG TOYS,1,4.13,4.13
541999,NULL,45:00.0,20717,STRAWBERRY SHOPPER BAG,1,2.46,2.46
541999,NULL,45:00.0,20831,GOLD PHOTO FRAME,4,4.13,16.52
541999,NULL,45:00.0,20963,APPLE BATH SPONGE,1,2.46,2.46
541999,NULL,45:00.0,21355,TOAST ITS - I LOVE YOU,2,2.46,4.92
541999,NULL,45:00.0,21633,SUNFLOWER DECORATIVE PARASOL,1,24.96,24.96
541999,NULL,45:00.0,22041,"RECORD FRAME 7"" SINGLE SIZE ",4,4.96,19.84
